lineage_1,lineage_2,lineage_3,ABL1,ACVR2A,ACVR2B,TRIB1,BRSK2,AKT1,AKT2,AKT3,ALK,ACVRL1,ACVR1,BMPR1A,ACVR1B,TGFBR1,PRKAA1,PRKAA2,NPR1,NPR2,ATM,ATR,AURKC,AXL,GRK2,MAP4K2,BLK,BRAF,BTK,BUB1B,CDK7,CAMK2G,CAMK4,CAMKV,DCLK1,CDK1,CDC7,CDK2,CDK3,CDK4,CDK5,CDK6,CDK8,PRKG1,PRKG2,CDK13,CHEK1,CSNK1A1,CSNK1D,CSNK1G2,CSNK2A1,CSNK2A2,CLK1,CLK2,CLK3,MAP3K8,CSK,MARK3,DAPK2,MAP3K12,CDC42BPG,PRKDC,DYRK1B,DYRK2,EGFR,MARK2,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHB3,MAPK3,MAPK1,MAPK6,MAPK4,PTK2,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT3,FLT4,MTOR,GAK,GRK4,GRK6,TRIB2,GSK3A,GSK3B,HCK,ERBB2,ERBB3,ERBB4,HIPK1,MAP4K1,IGF1R,CHUK,IKBKB,ILK,INSR,IRAK1,IRAK2,IRAK3,ERN1,INSRR,JAK1,JAK2,JAK3,MAPK10,IKBKE,MAST3,STK36,PIM3,KIT,CDKL2,KSR1,LCK,LIMK2,STK11,LTK,LYN,MAK,MAPKAPK2,MAPKAPK5,MARK1,MAST2,MAP2K1,MAP2K2,MAP2K5,MAP3K1,MAP3K2,MAP3K3,MAP3K4,MERTK,MET,AMHR2,MAP2K7,MAP3K9,MAP3K10,DYRK1A,MKNK1,MKNK2,MOS,MAP2K3,MAP2K4,CDC42BPB,RPS6KA4,STK4,STK3,STK24,PKMYT1,STK38,NEK1,NEK2,NEK3,MAP3K14,NEK4,IRAK4,PIK3R4,ROCK2,MAPK14,RPS6KB1,PAK1,PAK2,CDK16,PDGFRA,PDGFRB,PDPK1,PDK2,PDK3,PDK4,EIF2AK3,PHKG1,PIM1,PIM2,CDK10,CDK9,MELK,PRKACA,PRKACB,PRKACG,PRKCA,PRKCD,PRKCE,PRKCI,PRKCZ,PRKX,PLK1,PLK3,PKN1,PKN2,RAF1,RET,GRK1,RIPK1,RIPK2,RIPK3,ROCK1,ROR1,ROR2,RPS6KA2,RPS6KA3,RPS6KA1,RYK,PLK4,MAPK13,MAST1,SGK1,SLK,PLK2,MAP3K11,SRC,SRPK1,SRPK2,TAOK2,SYK,MAP3K7,BMPR2,TESK1,TGFBR2,TIE1,TTN,TLK1,TLK2,TNK1,TRIO,TRKA,TRRAP,TTK,TXK,TYK2,TYRO3,ULK2,VRK1,WEE1,YES1,ZAP70,MAP3K13,ADCK1,KDR,ACVR1C,AURKB,AURKA,MAPK7,BUB1,LIMK1,AATK,LMTK2,LMTK3,EPHA7,MATK,NEK6,NEK7,AAK1,TRPM7,SRMS,MAP4K3,OXSR1,PAK6,PAK4,STK39,STRADA,STRADB,TAOK3,TAOK1,MAP4K4,MINK1,LATS2,ULK3,PDIK1L,SCYL1,MASTL,PINK1,DCLK3,PKDCC,TP53RK,MAPK15,CDKL4,SCYL3,NEK9,TSSK3,NUAK2,RPS6KL1,TSSK2,NEK8,NRBP1,PRKD2,CAMKK2,CDK12,STK17A,PRKD3,EIF2AK4,STK40,STK35,HIPK2,EIF2AK1,CILK1,ERN2,STK38L,SIK3,MOK,STK16,WNK1,CDKL3,PKN3,SIK2,DSTYK,RPS6KC1,NRBP2,STKLD1,TSSK6,TTBK1,DCLK2,TBK1,TESK2,KALRN,TSSK4,VRK3,CSNK1A1L,RIPK4,NEK5,GRK7,SBK2,HIPK4,WNK4,SBK3,BRSK1,SIK1,RIOK3,RIOK1,SNRK,EPHA10,POMK,WNK3,NEK10,EPHA6,SBK1,UHMK1,PNCK,TBCK,SMG1,MYLK2,MAP3K15,LRRK2,HASPIN,CIT,CAMKK1,TEX14,MAST4,BMP2K,TSSK1B,ADCK2,DAPK3,RIOK2,BRD2,BRD4,ALPK3,ADCK5,TRIM24,TRIM28,TRIM33,PAN3,STK19,TAF1,BCR,ABR,TRIM66,BAZ1A,BAZ1B
Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.370213137,0,0,0,0,0,0,0,-1.043185877,-1.744013927,0,0,0,0,-1.846901213,-2.168522859,-0.747485057,0,-1.888953723,0,0,0,0,0,0,-1.633151392,-0.874870365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.166393389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35243539,0,0,0,0,0,0,0,-0.526754725,0,0,0,0,0,0,0,0,-0.971135485,0,0,0,0,0,0,0,0,-1.369009562,0,0,0,0,0,0,0,0,0,0,-2.530860905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.753341816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.616935126,0,0,0,-1.156320735,-0.897529963,0,0,0,0,0,-1.941760792,0,0,0,0,0,0,-2.234015639,-1.165405392,0,-0.97530078,0,0,0,0,0,0,0,0,0,-0.603003854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.10996696,0,0,0,-0.853638724,0,0,0,0,0,0,0,0,0,-0.812866445,0,0,-0.824537129,0,0,-0.537702157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.065765991,0,0,0,0,0,0,0,0,0,0,-0.520863129,0,0,0,0,-0.970568925,0,0,0,0,0,0,0,-0.930876565,-0.52090384,-0.830174743,0,0,0,0,0,0,0,-1.227341263,0,0,0,0,0
Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.484765263,0,0,0,0,0,0,0,-0.895104321,-1.368353549,0,0,0,0,-2.639150972,-1.615450651,0,0,-0.608929151,0,0,0,0,0,0,-1.658567654,-0.978320414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.108420682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.504702804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.600810736,0,0,0,0,0,0,0,0,0,0,-0.509124777,0,0,0,0,0,0,0,-0.5706506,0,0,0,0,0,0,0,0,-1.48420579,0,0,0,0,0,0,0,0,-1.698782754,0,0,0,0,0,0,0,0,0,0,-2.767499033,0,0,0,0,0,0,0,0,-0.56754802,0,0,0,0,0,0,0,-1.755441715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.742867479,-0.888581255,0,0,0,0,-0.636901846,-2.818637267,0,0,0,0,0,0,-2.348412941,-1.434860631,0,-1.037114653,0,0,0,0,0,0,0,0,0,-0.896223751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.033811284,0,0,0,-0.934916955,0,0,0,0,0,0,0,0,0,-1.148351417,0,0,-0.671498793,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.058713809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.064567306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.280238793,0,-0.994141208,0,0,0,0,0,0,0,-0.937108424,0,0,0,0,0
Esophagus/Stomach,Esophagogastric Adenocarcinoma,Mucinous Stomach Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.528526789,0,0,0,0,0,-1.491462634,0,0,0,0,0,0,0,-1.030859873,-1.644624978,0,0,0,0,-2.408087399,-2.350260969,-0.749006749,0,0,0,0,0,0,0,0,-1.486299229,-0.634598667,0,0,0,0,0,-0.676587607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.035885365,0,0,0,0,0,0,0,0,0,-0.748816348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.605738227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.097412728,0,0,0,0,0,0,0,-0.740195666,0,0,0,0,0,0,0,0,-0.986626912,0,0,0,0,0,0,0,0,-1.621629471,0,0,0,0,0,0,0,0,0,0,-2.449431741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.051983148,0,0,0,0,0,0,-0.623932225,0,0,0,0,0,0,0,0,0,0,0,-0.754320062,0,0,0,-1.385799246,-0.69194177,0,0,0,0,-0.506862866,-2.668485737,0,0,0,0,-0.582055152,0,-2.202932635,-1.523853558,0,-0.589175736,0,0,0,0,0,0,0,0,0,-1.378384145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.239927136,0,0,0,-1.04760376,0,0,0,0,0,0,0,0,0,-1.093173067,0,0,-0.560481254,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.112310778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.895871327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18358989,-0.75682316,-1.006870777,0,0,0,0,0,0,0,-0.611686483,0,0,0,0,0
Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28556442,0,0,0,0,0,0,0,-1.155034668,-1.889889663,0,0,0,0,-2.251300548,-1.648828229,0,0,-1.615861957,0,0,0,0,0,0,-1.859422788,-0.891192085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.524819104,0,0,0,0,0,0,0,-0.53179459,0,0,-1.361428449,0,0,-2.346797984,0,0,0,0,0,0,-2.393158517,-0.566577443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.692023976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.273327067,0,0,0,0,0,0,0,0,0,-0.514609142,0,0,0,0,0,0,-1.343900664,0,0,0,0,0,0,0,0,-1.490014687,0,0,0,0,0,0,0,-0.597710932,0,0,-2.580783318,0,0,-0.984939082,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.304753193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.745369993,0,0,0,-1.03087261,-0.598233606,0,0,0,0,0,-2.710232222,0,0,0,0,0,0,-2.032864125,-0.990518247,0,-0.792001194,0,0,0,0,0,0,0,0,0,-1.809354463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.116917859,0,0,0,-1.24470502,0,0,0,0,0,0,0,0,0,-1.08076624,0,0,-0.751306557,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.911962136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.251855652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.277169456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.628042582,0,0,0,0,0,-0.961301554,0,0,0,0,0,0,0,-1.05599872,-2.025515015,0,0,0,0,-2.03156402,-1.630191928,-0.503589727,0,0,0,-1.308512212,0,0,0,0,-1.427451455,-0.881886915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.714596569,0,0,0,0,0,0,0,0,0,-1.561731625,-0.526350646,0,0,0,0,0,0,-0.569189655,0,0,-0.50512107,0,0,0,0,-0.680200131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.822949639,0,0,0,0,0,0,0,-0.530165614,0,0,0,0,0,0,0,0,-1.57560571,0,0,0,0,0,0,0,0,-1.462926556,0,-0.676141727,0,0,0,0,0,0,0,0,-2.572820442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.882755236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.688391848,0,0,0,-0.944977222,-0.923726878,0,0,0,0,-0.975840899,-3.284932382,0,0,0,0,0,0,-2.258896782,-1.007658093,0,-1.034266544,0,0,0,0,0,0,0,0,0,-1.232902375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.519111204,-1.006037521,0,0,0,-0.812051342,0,0,0,0,0,0,0,0,0,-0.93208636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.576061912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.430914011,0,0,0,0,0,0,0,0,0,0,-0.797796651,0,0,0,0,0,0,0,0,0,0,0,0,-0.968467162,0,-1.086059865,0,0,0,0,0,0,0,-0.886728937,0,0,0,0,0
Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.460072457,0,0,0,0,0,0,0,-1.348263894,-2.068584152,0,0,0,0,-3.122157761,-2.459118054,-0.566176985,0,0,0,-1.081419096,0,0,0,0,-2.025675832,-1.142492628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.568924465,0,0,0,0,0,0,0,0,0,0,0,-0.56511606,0,0,0,0,0,0,0,0,0,-0.860125973,0,0,0,0,0,0,0,-0.732675712,-0.855739777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.747019195,0,0,0,0,0,0,0,-0.727767707,0,0,0,0,0,0,0,0,-0.972104961,0,0,0,0,0,0,0,0,-1.543077807,0,-0.50998841,0,0,0,0,0,0,0,0,-2.654756289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.034831003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.684304174,0,0,0,-1.548387092,-0.973244984,0,0,0,0,0,-2.190245497,0,0,0,0,0,0,-2.402080748,-1.241337934,0,-0.806406854,0,0,0,0,0,0,0,0,0,-0.795965224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.481587783,0,0,0,-0.780914344,0,0,0,0,0,0,0,0,0,-1.149730647,0,0,-0.613498447,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.305780553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.536855579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.698723966,0,0,0,0,0,-1.192717076,-0.53274206,-0.88335688,0,0,0,0,0,0,0,-0.750225416,0,0,0,0,0
Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.459170356,0,0,0,0,0,0,0,-1.537859915,-1.247587076,0,0,0,0,-2.241257376,-2.360801355,-0.569332493,0,-0.70646131,0,0,0,0,0,0,-1.794577537,-0.97091955,0,0,0,0,0,-0.76654883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.156099703,0,0,0,0,-0.801188956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.705021548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.756542059,0,0,0,0,0,0,0,0,-1.645905504,0,0,0,0,0,0,0,-0.639738422,0,0,-2.001369495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.997584727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.754700473,-0.989673872,0,0,0,0,-0.55532675,-2.928307317,0,0,0,0,0,0,-2.090007724,-1.719279417,0,-0.813436241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.575422849,-1.058510992,0,0,0,-0.720807705,0,0,0,0,0,0,0,0,0,0,0,0,-0.713253243,0,0,-1.501869701,0,0,0,0,0,0,0,0,0,0,-1.22656674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.870708502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.513783507,0,0,0,0,0,0,0,-0.936073824,-1.131931053,-1.047572701,0,0,0,0,0,0,0,-0.907592249,0,0,0,0,0
Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,-0.51418398,0,0,0,0,0,0,0,0,0,0,-1.090309551,0,0,0,0,0,0,0,-0.723084362,-1.63922758,0,0,0,0,-2.134604525,-2.16411871,-0.512813721,0,-0.577550864,0,-1.822118365,0,0,0,0,-1.441181957,-0.555538285,0,0,0,0,0,0,0,0,0,0,-0.584476778,0,0,0,0,0,0,-0.859299216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.103073979,-0.852156321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5819406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39555791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.500354313,0,0,0,0,0,0,0,-0.633182511,0,0,0,0,0,0,0,0,-0.978261462,0,0,0,0,0,0,0,0,-1.628705684,0,0,0,0,0,0,0,0,0,0,-2.525082941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.029092357,0,0,0,0,0,-0.701549115,0,0,-0.875137547,0,0,-0.741278145,0,0,0,0,0,0,-0.855313295,0,0,0,-1.328854052,-0.645328995,0,0,0,0,-0.737108039,-2.022683006,0,0,0,0,0,0,-2.419652523,-0.8308616,0,-0.744888689,0,0,-0.623080681,0,0,0,0,0,0,-1.24614231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.609361633,-1.600421263,0,0,0,-0.80566058,0,0,0,0,0,0,0,0,0,-1.603809009,0,0,-0.518292179,0,0,0,-0.566041288,0,0,0,0,0,0,0,0,0,-1.775661386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.848119146,0,0,0,0,0,0,0,0,0,0,-0.750080284,0,0,0,0,-0.803669956,0,0,0,0,0,0,0,-0.766110242,-0.780162066,-1.080013805,0,0,0,0,0,0,0,-0.714560608,0,0,0,-0.966277031,0
Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,-0.821767433,0,0,0,0,0,0,0,-1.372786836,0,0,0,0,0,0,0,-0.799521827,-1.731987442,0,0,0,0,-2.763582961,-2.283601039,-0.915505848,0,0,0,0,0,0,0,0,-1.658739078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27301731,0,0,0,0,0,0,-1.474736371,-0.602155443,0,0,0,0,0,0,0,0,0,0,0,-0.748496404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.505382852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.57225817,0,0,0,0,0,0,0,0,0,-0.500111595,0,0,0,0,0,0,-1.123126839,0,0,0,0,0,-0.518374226,0,0,-1.620460742,0,0,0,0,0,0,0,0,0,0,-2.452345254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.962830319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.62849177,0,0,0,-1.590233887,-0.746594206,0,0,0,0,0,-2.208754311,0,0,0,0,0,0,-2.129167927,-1.296110436,0,0,0,0,0,0,0,0,0,0,0,-0.616774461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17079431,0,0,0,-1.417221966,0,0,0,0,0,0,0,0,0,-0.972384235,0,0,-0.579365394,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.253678708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.040716571,0,0,0,0,0,0,0,0,0,0,-1.032237929,0,0,0,0,-1.013830989,0,0,0,0,0,0,0,-1.004574341,0,-1.100608356,0,0,0,0,0,0,0,-0.954958423,0,0,0,0,0
Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.257413432,0,0,0,0,0,0,0,-1.207679898,-1.958116299,0,0,0,0,-2.577328308,-2.21449996,-0.645054849,0,0,0,-0.805515452,0,0,0,0,-1.649029657,-1.038544564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.624193108,0,0,0,0,0,0,0,0,0,0,0,-0.554269326,0,0,0,0,0,0,0,0,0,-1.242341125,-0.897430328,0,0,0,0,0,0,-1.414564666,-0.916407431,0,0,0,-0.518670271,0,0,-0.560108846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.616418368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.178771223,0,0,0,0,0,0,0,0,-1.287108169,0,0,0,0,0,0,0,0,0,0,-3.276196472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.046710859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.663586823,0,0,0,-1.263219451,-0.535985715,0,0,0,0,0,-2.10723001,0,0,0,0,0,0,-2.02329992,-1.13607809,0,-0.679967376,0,0,0,0,0,0,0,0,0,-1.177824266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.541278486,-1.212710727,0,0,0,-0.944337872,0,0,0,0,0,0,0,0,0,-1.294489015,0,0,-0.714968413,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.419154465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23156843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.593144613,0,0,0,0,0,0,0,-0.913522406,0,-0.87116066,0,0,0,-0.935067042,0,0,0,-0.677092727,0,0,0,0,0
Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.399903433,0,-0.50264034,0,0,0,0,0,-1.537040375,-1.982216876,0,0,0,0,-2.875030938,-1.938389625,-0.720102953,0,-0.507179112,0,-1.255097189,0,0,0,0,-1.661671725,-0.736491557,0,0,0,0,0,-0.708085165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.303845866,0,0,0,0,0,0,0,0,0,-1.214406538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.014792776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.801554616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.174717008,0,0,0,0,0,0,0,-0.667708442,0,0,0,0,0,0,-0.514083753,0,-1.316157316,0,0,0,0,0,0,0,0,-1.427002708,0,0,0,0,0,0,0,0,0,0,-3.615968562,0,0,-0.604132202,-0.563955846,0,0,0,0,0,0,0,0,0,0,0,0,-0.76007441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.759016156,0,-1.321368599,0,-0.686841027,-0.649232176,0,0,-0.517917065,0,-0.89411523,-2.724856447,0,0,0,0,0,0,-2.161821492,-1.446429561,0,-0.873192061,0,0,0,0,0,0,0,0,0,-1.258962812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.235933177,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.459465803,0,0,-0.841373729,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.391101711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.834902844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.975851791,0,-0.946125676,0,0,0,-0.664365282,0,0,0,-0.751837412,0,0,0,0,0
Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.354220994,0,0,0,0,0,0,0,-1.330991381,-1.97244277,0,0,0,0,-2.125031922,-2.189875387,-0.71043521,0,0,0,-1.039572482,0,0,0,0,-1.721049794,-0.948261154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.504617654,0,0,0,0,0,0,0,0,-0.905146414,0,0,0,0,0,0,0,0,0,0,0,0,-1.104357824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.644831174,0,0,0,0,0,0,0,-0.63229772,0,0,0,0,0,0,0,0,-1.098003679,0,0,0,0,0,0,0,0,-1.623824494,0,0,0,0,0,0,0,0,0,0,-2.738030634,0,0,-0.512514198,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.268489486,0,0,0,0,0,-0.629910134,0,0,0,0,0,0,0,0,0,0,0,0,-0.837274185,0,0,0,-1.539953793,-0.790211633,0,0,0,0,0,-2.077329554,0,0,0,0,0,0,-1.871253987,-1.121742638,0,-0.732402878,0,0,0,0,0,0,0,0,0,-1.461891958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.608074717,-1.37157308,0,0,0,-1.128453414,0,0,0,0,0,0,0,0,0,-0.916897666,0,0,-0.829193696,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.924672073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.231995162,0,0,0,0,0,0,0,0,0,0,-1.268052212,0,0,0,0,0,0,0,0,0,0,0,0,-1.209059658,0,-0.864247425,0,0,0,0,0,0,0,-0.818435002,0,0,0,0,0
