lineage_1,lineage_2,lineage_3,ABL1,ACVR2A,ACVR2B,TRIB1,BRSK2,AKT1,AKT2,AKT3,ALK,ACVRL1,ACVR1,BMPR1A,ACVR1B,TGFBR1,PRKAA1,PRKAA2,NPR1,NPR2,ATM,ATR,AURKC,AXL,GRK2,MAP4K2,BLK,BRAF,BTK,BUB1B,CDK7,CAMK2G,CAMK4,CAMKV,DCLK1,CDK1,CDC7,CDK2,CDK3,CDK4,CDK5,CDK6,CDK8,PRKG1,PRKG2,CDK13,CHEK1,CSNK1A1,CSNK1D,CSNK1G2,CSNK2A1,CSNK2A2,CLK1,CLK2,CLK3,MAP3K8,CSK,MARK3,DAPK2,MAP3K12,CDC42BPG,PRKDC,DYRK1B,DYRK2,EGFR,MARK2,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHB3,MAPK3,MAPK1,MAPK6,MAPK4,PTK2,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT3,FLT4,MTOR,GAK,GRK4,GRK6,TRIB2,GSK3A,GSK3B,HCK,ERBB2,ERBB3,ERBB4,HIPK1,MAP4K1,IGF1R,CHUK,IKBKB,ILK,INSR,IRAK1,IRAK2,IRAK3,ERN1,INSRR,JAK1,JAK2,JAK3,MAPK10,IKBKE,MAST3,STK36,PIM3,KIT,CDKL2,KSR1,LCK,LIMK2,STK11,LTK,LYN,MAK,MAPKAPK2,MAPKAPK5,MARK1,MAST2,MAP2K1,MAP2K2,MAP2K5,MAP3K1,MAP3K2,MAP3K3,MAP3K4,MERTK,MET,AMHR2,MAP2K7,MAP3K9,MAP3K10,DYRK1A,MKNK1,MKNK2,MOS,MAP2K3,MAP2K4,CDC42BPB,RPS6KA4,STK4,STK3,STK24,PKMYT1,STK38,NEK1,NEK2,NEK3,MAP3K14,NEK4,IRAK4,PIK3R4,ROCK2,MAPK14,RPS6KB1,PAK1,PAK2,CDK16,PDGFRA,PDGFRB,PDPK1,PDK2,PDK3,PDK4,EIF2AK3,PHKG1,PIM1,PIM2,CDK10,CDK9,MELK,PRKACA,PRKACB,PRKACG,PRKCA,PRKCD,PRKCE,PRKCI,PRKCZ,PRKX,PLK1,PLK3,PKN1,PKN2,RAF1,RET,GRK1,RIPK1,RIPK2,RIPK3,ROCK1,ROR1,ROR2,RPS6KA2,RPS6KA3,RPS6KA1,RYK,PLK4,MAPK13,MAST1,SGK1,SLK,PLK2,MAP3K11,SRC,SRPK1,SRPK2,TAOK2,SYK,MAP3K7,BMPR2,TESK1,TGFBR2,TIE1,TTN,TLK1,TLK2,TNK1,TRIO,TRKA,TRRAP,TTK,TXK,TYK2,TYRO3,ULK2,VRK1,WEE1,YES1,ZAP70,MAP3K13,ADCK1,KDR,ACVR1C,AURKB,AURKA,MAPK7,BUB1,LIMK1,AATK,LMTK2,LMTK3,EPHA7,MATK,NEK6,NEK7,AAK1,TRPM7,SRMS,MAP4K3,OXSR1,PAK6,PAK4,STK39,STRADA,STRADB,TAOK3,TAOK1,MAP4K4,MINK1,LATS2,ULK3,PDIK1L,SCYL1,MASTL,PINK1,DCLK3,PKDCC,TP53RK,MAPK15,CDKL4,SCYL3,NEK9,TSSK3,NUAK2,RPS6KL1,TSSK2,NEK8,NRBP1,PRKD2,CAMKK2,CDK12,STK17A,PRKD3,EIF2AK4,STK40,STK35,HIPK2,EIF2AK1,CILK1,ERN2,STK38L,SIK3,MOK,STK16,WNK1,CDKL3,PKN3,SIK2,DSTYK,RPS6KC1,NRBP2,STKLD1,TSSK6,TTBK1,DCLK2,TBK1,TESK2,KALRN,TSSK4,VRK3,CSNK1A1L,RIPK4,NEK5,GRK7,SBK2,HIPK4,WNK4,SBK3,BRSK1,SIK1,RIOK3,RIOK1,SNRK,EPHA10,POMK,WNK3,NEK10,EPHA6,SBK1,UHMK1,PNCK,TBCK,SMG1,MYLK2,MAP3K15,LRRK2,HASPIN,CIT,CAMKK1,TEX14,MAST4,BMP2K,TSSK1B,ADCK2,DAPK3,RIOK2,BRD2,BRD4,ALPK3,ADCK5,TRIM24,TRIM28,TRIM33,PAN3,STK19,TAF1,BCR,ABR,TRIM66,BAZ1A,BAZ1B
Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.189011431,0,0,0,0,0,0,0,-0.604155102,-2.222873418,0,0,0,0,-1.950106239,-2.096776007,0,0,-1.565324545,0,0,0,0,0,0,-1.826843001,-1.115403859,0,0,0,0,0,-0.795648969,0,0,-0.612084238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.369088143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557047374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.066123802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.787223734,0,0,0,0,0,0,0,0,0,0,-1.527941728,-1.078396739,0,0,0,0,0,0,0,0,-0.569560178,-0.542130037,0,0,0,0,0,-0.950783338,0,0,0,0,0,0,0,0,-1.485671981,0,0,0,0,0,0,-0.727532674,0,0,0,-2.319830477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.123204984,0,0,0,0,0,0,0,0,0,0,-0.606292313,0,0,0,0,0,0,0,-0.501729839,0,0,0,-1.62992001,-0.658449976,0,0,0,0,0,-2.577875151,0,0,0,0,0,0,-1.950638644,-1.22592695,0,-0.711445823,0,0,0,0,0,0,0,0,0,-0.821384653,0,0,0,0,0,0,-0.617753181,0,0,0,0,0,0,0,0,0,-1.140567999,0,0,0,-1.080483147,0,0,0,0,0,0,0,0,0,-1.021995875,0,0,-0.741652755,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.107714426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.560729182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.716812639,0,0,0,0,0,0,0,-0.917275617,0,-1.143970535,0,0,0,0,0,0,0,-0.753443959,0,0,0,0,0
Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",0,0,0,0,0,0,0,0,0,0,0,-0.67373989,0,0,0,0,0,0,0,-1.185184673,0,0,0,0,0,0,0,-1.172479257,-1.563009635,0,0,0,0,-1.432648014,-2.297360264,-0.938853635,0,-0.756180436,0,-0.625654138,0,0,0,0,-1.099838379,-1.204022583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.56208806,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.675544657,0,0,0,0,0,0,-0.675822846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.506650158,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.682187457,0,0,0,0,0,0,0,0,0,0,0,0,-0.582877472,0,0,0,-0.772256943,0,0,0,0,0,0,0,0,-1.572599386,0,0,0,0,0,0,0,0,0,0,-2.086739485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1162289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.099017335,-0.901672416,0,0,0,0,-0.510314547,-1.813913302,0,0,0,0,0,0,-2.113765325,-1.702228864,0,-0.808277858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.628518163,-1.030956079,0,0,0,-1.495032325,0,0,0,0,0,0,0,0,0,-0.801867927,0,0,-0.793730741,0,0,-0.941212817,0,0,0,0,0,0,0,0,0,0,-0.616962359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.289814618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019259847,-0.542616855,-0.776818169,0,0,0,0,0,0,0,-0.828914524,0,0,0,0,0
Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",-2.056599467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.349861666,0,0,0,0,0,0,0,-0.982905936,-1.752660267,0,0,0,0,-2.110098669,-2.282035688,0,0,0,0,-1.013219469,0,0,0,-0.688794724,-1.743342716,-0.972494288,-0.544966131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.539324854,-0.56527239,0,0,0,0,0,0,0,0,0,0,0,0,-1.382905816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.359809182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.567864383,-0.884145918,0,0,0,0,0,0,0,0,-1.397936246,0,0,0,0,0,0,0,0,0,0,-2.60220435,0,0,0,0,0,0,0,0,0,0,-0.540094583,0,0,0,0,0,-0.822077215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.880439325,0,0,0,-1.515474121,-0.997564901,0,0,0,0,0,-1.863261356,0,0,0,0,0,0,-2.41575641,-1.278326221,0,-0.583575006,0,0,0,0,0,0,0,0,0,-1.034946218,-0.69474075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20982621,0,0,0,-1.208227073,-0.528952305,0,0,0,0,0,0,0,0,-1.060445322,0,0,-0.830431743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.541905459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.878696641,0,0,0,0,0,0,-0.59411526,0,0,0,0,0,0,0,0,-0.6520514,0,0,0,0,0,0,0,-0.918755524,0,-0.873508389,0,0,0,0,0,0,0,0,-1.660164637,0,0,0,0
Skin,Melanoma,Melanoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.741722026,0,0,0,0,0,-1.158556431,0,-0.883494108,-1.745072372,0,0,0,0,-0.919741552,-1.879453133,0,0,-1.419931992,0,-0.940814007,0,0,0,0,-1.755754278,-0.711495375,0,0,-0.741600092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.898919108,0,0,0,0,0,0,0,-0.639790755,0,0,-0.79131798,0,0,0,0,0,0,0,0,0,-1.190535527,-0.611817886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.587814193,0,0,0,0,0,0,0,-0.548607301,0,0,0,0,0,0,0,0,-0.992620506,0,0,0,0,0,0,0,0,-1.375546014,0,0,0,0,0,0,0,0,0,0,-2.009229527,0,0,-0.623191679,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.297962962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.719698599,0,0,0,-1.14981941,-0.825765093,0,0,-0.704723395,0,-0.59565705,-3.095537384,0,0,0,0,0,0,-1.820355259,-0.652327308,0,-0.866139621,0,0,0,0,0,0,-0.531561013,0,0,-0.708316202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.639943821,0,0,0,-0.929494158,0,0,0,0,0,0,0,0,0,-0.648982454,0,0,0,0,0,0,-0.514458397,0,0,0,0,0,0,0,0,0,-0.725166328,0,0,0,0,0,0,-0.523863056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.105924304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.923162721,-0.561622697,-0.930040636,0,0,0,-0.527102583,0,0,0,-0.835350369,0,0,0,0,0
Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,0,0,0,0,0,0,0,0,0,0,0,0,-0.725914112,0,0,0,0,0,0,-1.854574281,0,0,0,0,0,0,0,-0.750124718,-0.996904573,0,0,0,0,-2.533162053,-2.31480176,-0.747894544,0,-0.70585181,0,0,0,0,0,0,-1.935888486,-1.377756304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.229189825,0,0,0,0,0,0,0,0,0,-0.879887605,-0.532949388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.633219583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.812736608,0,0,0,0,0,0,0,-0.604024868,0,0,0,0,0,0,0,0,-0.979328134,0,0,0,0,0,0,0,0,-1.194983382,0,0,0,0,0,0,0,0,0,0,-3.338527892,0,0,-0.614075519,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.789443991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.550530863,0,0,0,-1.263304293,-1.177604816,0,0,0,0,0,-3.033214207,0,0,0,0,0,0,-2.445493778,-1.670396838,0,-0.645036597,0,0,0,0,0,0,0,0,0,-1.540562116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.681393907,-0.67499191,0,0,0,-0.734138142,0,0,0,0,0,0,0,0,0,0,0,0,-0.813038754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.938224683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.777049643,0,0,0,0,0,0,0,-1.054652599,0,-1.185273373,0,0,0,-0.678510701,0,0,0,-0.640666358,0,0,0,0,0
Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0,0,0,0,0,0,0,0,0,0,0,-0.549462463,0,0,0,0,0,0,0,-1.029532332,0,0,0,0,0,0,0,-1.132425907,-1.798439804,0,0,0,0,-2.257587663,-2.155682621,-0.78339449,0,-1.046211342,0,0,0,0,0,0,-1.659420356,-0.860602049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.544443615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.147066286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.688331261,-0.514546266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.556841691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.259978355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.843952652,0,0,0,0,0,0,0,0,-0.624624559,0,0,0,0,0,0,0,0,0,0,-2.525859492,0,0,-0.718766244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.832831804,0,0,0,0,0,0,0,-0.504963249,0,0,0,0,0,0,0,0,0,0,-0.709880263,0,0,0,-1.405534935,-1.079790851,0,0,0,0,-0.60502224,-2.479488145,0,0,0,0,0,0,-2.168714585,-1.333320642,0,-0.722041184,0,0,-0.626358042,0,0,0,0,0,0,-1.216062299,0,0,0,0,0,0,0,-0.561888369,0,0,0,0,0,0,0,0,-1.207496497,0,0,0,-0.562189094,0,0,0,0,0,0,0,0,0,-1.442814331,0,0,-1.076783697,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.788052144,0,0,0,0,0,0,0,0,0,-0.511780323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.14929705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.616946623,0,0,0,0,0,-0.814766969,0,-1.232340175,0,0,0,0,0,0,0,-0.837601618,0,0,0,0,0
Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24619596,0,0,0,0,0,0,0,-1.202328414,-1.706746312,0,0,0,0,-3.018722847,-2.135594178,-0.588027255,0,0,0,-1.307877164,0,0,0,-0.75578235,-2.427731564,-1.022112398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.928833456,0,0,0,0,0,0,0,0,0,0,0,-0.931576593,0,0,0,0,0,0,0,0,0,-0.878655049,-0.653211009,0,0,0,0,0,0,-0.5669358,-0.684098767,0,0,0,-0.745717849,0,0,-0.961717981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.346865719,0,0,0,0,0,0,0,-0.624596371,0,0,0,0,0,0,0,0,-1.325397196,0,0,0,0,0,0,0,0,-1.163814159,0,0,0,0,0,0,0,0,0,0,-3.546008752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.937165351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.878281785,0,0,0,-2.10901991,-0.834283725,0,0,0,0,0,-2.193143879,0,0,0,0,0,0,-2.108502841,-1.410540687,0,-0.694521435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.810176055,0,0,0,-0.882499931,0,0,0,-0.610811857,0,0,0,0,0,-1.025053784,0,0,-0.727408256,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.079311898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.055694108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.674455257,0,0,0,0,0,0,0,-1.006949457,-0.95570543,-0.953650022,0,0,0,0,0,0,0,-0.941823055,0,0,0,0,0
Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.362265508,0,0,0,0,0,0,0,-0.899613353,-1.610647455,0,0,0,0,-1.754471247,-1.836234179,0,0,-0.730008304,0,-1.083445664,0,0,0,0,-1.610658221,-1.135162189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.566616671,-0.768711551,0,0,0,0,0,0,0,0,0,0,-0.582391399,0,0,0,0,0,0,0,0,0,-1.776559274,0,0,0,0,0,0,0,-0.804955563,-0.769072136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.254768466,0,0,0,0,0,0,0,-0.506625567,0,0,0,0,-0.646830394,0,0,0,-0.888722948,0,0,0,0,0,0,0,0,-1.294465253,0,0,0,0,0,0,0,0,0,0,-2.714909483,0,0,-0.508702987,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.456086638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.785303891,0,0,0,-1.158692992,-0.815593367,0,0,0,0,0,-2.070995801,0,0,0,0,0,0,-2.201838375,-1.035557721,0,-0.862919009,0,0,0,0,0,0,0,0,0,-0.519533253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.708959157,0,0,0,-0.994426556,0,0,0,0,0,0,0,0,0,-1.156969184,0,0,-0.73989955,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.951556095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.095877519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2424512,-0.713314967,-1.007093653,0,0,0,-0.653059419,0,0,0,-0.748687641,0,0,0,0,0
Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0,0,0,0,0,0,0,0,0,0,0,-0.625981043,0,0,0,0,0,0,0,-1.708112308,0,0,0,0,0,0,0,-1.180922093,-1.739135205,0,0,0,0,-2.137900817,-2.328819206,-0.824009605,0,-0.781343166,0,0,0,0,0,0,-1.74970399,-1.318181247,0,0,0,0,0,-1.120242853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.661240656,0,0,-0.887640137,0,0,0,0,0,0,0,0,0,-1.455983383,0,0,0,0,0,0,0,0,0,0,0,0,-0.500508436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.534131342,0,0,0,0,0,0,-0.543262298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.554213044,0,-1.005597779,0,0,0,0,0,0,0,-0.780513757,0,0,-0.558359474,0,0,0,0,0,-0.861559137,0,0,0,0,0,0,0,0,-1.273510574,0,0,0,0,0,0,0,0,0,0,-2.003652382,0,0,-0.545418273,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.302647714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.547599766,-0.897739447,0,0,0,0,-0.603760109,-2.695731464,0,0,0,0,0,0,-2.482856694,-1.219793156,0,-0.684427125,0,0,0,0,0,0,0,0,0,-0.710483653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23980187,0,0,0,-1.007365117,0,0,0,0,0,0,0,0,0,-1.385517367,0,0,-0.563261788,0,0,0,-0.765314821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.844561884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.037396559,0,-1.130239056,0,0,0,0,0,0,0,-0.683301094,0,0,0,0,0
Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.135451576,0,0,0,0,0,0,0,-1.083760133,-1.848553623,0,0,0,0,-2.83738858,-1.853362431,-0.872987278,0,0,0,-2.19937397,0,0,0,0,-1.915435499,-0.888496425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.516840651,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.081615829,0,0,0,0,0,0,0,0,0,0,0,0,-0.74743518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.138536976,0,0,0,0,0,0,0,0,0,-0.718896803,0,0,0,0,-1.162617957,0,-1.30813264,0,0,0,0,0,0,0,0,-1.980634101,0,0,0,0,0,0,0,0,0,0,-4.058482127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.806726191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.375497532,-0.87698616,0,0,0,0,0,-2.298703573,0,0,0,0,0,0,-1.903964454,-1.993941746,0,-0.739209048,0,0,0,0,0,0,0,0,0,-0.558733792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.500338567,-1.088432602,0,0,0,-0.57587256,0,0,0,0,0,0,0,0,0,-0.606358904,0,0,-0.7696915,0,0,0,-0.571340656,0,0,0,0,0,0,0,0,0,-1.14857293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.999512343,0,0,0,0,0,0,0,0,0,0,-1.157834865,0,0,0,0,-0.590992945,0,0,0,0,0,0,0,-0.871332572,0,-0.878542884,0,0,0,0,0,0,0,-0.869435189,0,0,0,0,0
Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.536883375,0,0,0,0,0,-1.364418879,0,0,0,0,0,0,0,-1.069487932,-2.433455345,0,0,0,0,-1.650633153,-2.045720434,0,0,-1.14900118,0,-0.891508252,0,0,0,0,-1.980691185,-1.043256411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.019963033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.683567528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.050988685,0,0,0,0,0,0,0,0,0,0,-0.774136085,0,0,0,0,0,0,0,-0.612941162,0,-0.715563677,0,0,0,0,0,0,-0.888330298,0,0,0,0,0,0,-0.770068176,0,-1.481944676,0,0,0,0,0,0,-0.617951695,0,0,0,-2.242627787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55981382,0,0,0,0,0,0,0,0,0,0,-0.811808339,0,0,0,0,0,0,0,-1.238670043,0,0,0,-0.871141593,-0.640813789,0,0,0,0,0,-2.883603533,0,0,0,0,0,0,-2.464053962,-0.920571073,0,-0.788784339,0,0,0,0,0,0,0,0,0,-1.256494905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.254803612,0,0,0,-1.107635701,0,0,0,0,0,0,0,0,0,-1.129041867,0,0,-0.56722656,0,0,0,0,0,0,0,0,0,0,-0.595399583,0,0,-1.185694423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.389012757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.767667098,0,0,0,0,0,0,0,-1.174853991,-0.981095917,-1.409574096,0,0,0,-0.666652395,0,0,0,-0.817809178,0,0,0,0,0
Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.519337833,0,0,0,0,0,-1.347450452,0,0,0,0,0,0,0,-1.027439462,-1.964628427,0,0,0,0,-2.340014396,-2.276871158,-0.831834365,0,-0.760485605,0,-0.739435791,0,0,0,0,-1.818196636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.670861691,-0.66411289,0,0,0,0,0,0,0,-0.51254061,0,0,0,0,0,0,0,0,0,0,0,0,-1.076200687,0,0,0,0,0,0,0,0,0,0,0,0,-0.5288608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.166566584,0,0,0,0,0,0,0,0,0,0,0,0,-0.505803862,0,0,0,-1.556295499,0,0,0,0,0,0,0,0,-1.271478055,0,0,0,0,0,0,0,0,0,0,-2.09214005,0,0,-0.659521202,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.137816383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.526932531,0,0,0,0,0,0,0,-1.174443566,-1.079937918,0,0,0,0,-0.552061809,-2.698958356,0,0,0,0,0,0,-2.329869544,-1.125210815,0,-0.715819093,0,0,0,0,0,0,0,0,0,-0.906244398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.499217927,0,0,0,-1.530579961,0,0,0,0,0,0,0,0,0,-1.806379988,0,0,-0.720200418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.208210027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.983288173,0,0,0,0,0,0,0,-1.049707506,-1.080887384,-1.158936803,0,0,0,-0.59165304,0,0,0,-1.158494799,0,0,0,0,0
